0.25;100;296875000;29
0.2525;100;93750000;29
0.255;100;125000000;29
0.2575;100;109375000;28
0.26;100;93750000;28
0.2625;100;93750000;28
0.265;100;109375000;27
0.2675;100;78125000;28
0.27;100;78125000;27
0.2725;100;93750000;28
0.275;100;109375000;27
0.2775;100;140625000;26
0.28;100;93750000;26
0.2825;100;109375000;25
0.285;100;93750000;26
0.2875;100;109375000;25
0.29;100;93750000;24
0.2925;100;93750000;24
0.295;100;93750000;23
0.2975;100;78125000;24
0.3;100;93750000;24
0.3025;100;93750000;23
0.305;100;93750000;23
0.3075;100;78125000;22
0.31;100;93750000;21
0.3125;100;93750000;22
0.315;100;93750000;22
0.3175;100;93750000;22
0.32;100;78125000;22
0.3225;100;78125000;21
0.325;100;93750000;22
0.3275;100;78125000;19
0.33;100;93750000;20
0.3325;100;93750000;21
0.335;100;78125000;22
0.3375;100;93750000;21
0.34;100;78125000;22
0.3425;100;78125000;26
0.345;100;93750000;24
0.3475;100;93750000;31
0.35;100;93750000;23
0.3525;100;125000000;86
0.355;100;93750000;38
0.3575;100;109375000;35
0.36;100;93750000;46
0.3625;100;109375000;51
0.365;100;125000000;90
0.3675;100;140625000;105
0.37;100;140625000;136
0.3725;100;109375000;50
0.375;100;140625000;97
0.3775;100;140625000;145
0.38;100;203125000;195
0.3825;100;187500000;201
0.385;100;265625000;332
0.3875;100;296875000;332
0.39;100;625000000;815
0.3925;100;453125000;563
0.395;100;734375000;998
0.3975;100;1703125000;2349
0.4;100;1343750000;1833
0.4025;100;2343750000;3303
0.405;100;2406250000;3356
0.4075;93;8281250000;11276
0.41;100;7343750000;9953
0.4125;100;5937500000;7743
0.415;93;7328125000;9557
0.4175;86;17484375000;23036
0.42;73;17093750000;21629
0.4225;60;13687500000;16819
0.425;20;22078125000;26330
0.4275;33;15546875000;18599
0.43;6;16406250000;19548
0.4325;6;17437500000;20721
0.435;0;18218750000;21166
0.4375;0;12218750000;13878
0.44;6;11046875000;12403
0.4425;0;8781250000;9428
0.445;0;8421875000;9080
0.4475;0;8125000000;8734
0.45;0;6687500000;7136
0.4525;0;7906250000;8527
0.455;0;4640625000;4768
0.4575;0;4718750000;4848
0.46;0;4531250000;4630
0.4625;0;4140625000;4217
0.465;0;3703125000;3499
0.4675;0;3046875000;2973
0.47;0;2671875000;2541
0.4725;0;3078125000;2945
0.475;0;2359375000;2222
0.4775;0;2171875000;2006
0.48;0;2328125000;2116
0.4825;0;1953125000;1789
0.485;0;2421875000;2269
0.4875;0;1687500000;1500
0.49;0;1343750000;1192
0.4925;0;1437500000;1280
0.495;0;1468750000;1281
0.4975;0;1390625000;1230
0.5;0;1234375000;1038
0.5025;0;1046875000;901
0.505;0;1000000000;837
0.5075;0;968750000;813
0.51;0;828125000;693
0.5125;0;781250000;649
0.515;0;750000000;597
0.5175;0;656250000;519
0.52;0;718750000;579
0.5225;0;734375000;579
0.525;0;609375000;475
0.5275;0;593750000;459
0.53;0;546875000;408
0.5325;0;546875000;394
0.535;0;500000000;363
0.5375;0;515625000;366
0.54;0;437500000;306
0.5425;0;437500000;297
0.545;0;453125000;320
0.5475;0;437500000;323
0.55;0;375000000;257
0.5525;0;328125000;241
0.555;0;343750000;230
0.5575;0;343750000;230
0.56;0;343750000;226
0.5625;0;328125000;214
0.565;0;296875000;190
0.5675;0;296875000;186
0.57;0;312500000;188
0.5725;0;250000000;145
0.575;0;265625000;149
0.5775;0;250000000;148
0.58;0;250000000;142
0.5825;0;234375000;126
0.585;0;234375000;128
0.5875;0;218750000;114
0.59;0;218750000;110
0.5925;0;187500000;100
0.595;0;187500000;91
0.5975;0;171875000;86
0.6;0;140625000;75
0.6025;0;171875000;76
0.605;0;156250000;67
0.6075;0;140625000;56
0.61;0;140625000;61
0.6125;0;140625000;51
0.615;0;125000000;49
0.6175;0;140625000;50
0.62;0;125000000;42
0.6225;0;109375000;37
0.625;0;109375000;37
